answer,answer_pct,cell_pct,election,question,question_number,state,vote_group
Terrorism,14.0,1.0,president,Most important issue facing the country,22,Colorado,Johnson
Terrorism,14.0,,president,Most important issue facing the country,22,Colorado,Stein
Terrorism,14.0,2.0,president,Most important issue facing the country,22,Colorado,Other/No Answer
Cares about me,13.0,49.0,president,Which candidate quality mattered most?,23,Colorado,Clinton
Cares about me,13.0,44.0,president,Which candidate quality mattered most?,23,Colorado,Trump
Cares about me,13.0,3.0,president,Which candidate quality mattered most?,23,Colorado,Johnson
Cares about me,13.0,3.0,president,Which candidate quality mattered most?,23,Colorado,Stein
Cares about me,13.0,1.0,president,Which candidate quality mattered most?,23,Colorado,Other/No Answer
Can bring change,29.0,5.0,president,Which candidate quality mattered most?,23,Colorado,Clinton
Can bring change,29.0,88.0,president,Which candidate quality mattered most?,23,Colorado,Trump
Can bring change,29.0,4.0,president,Which candidate quality mattered most?,23,Colorado,Johnson
Can bring change,29.0,1.0,president,Which candidate quality mattered most?,23,Colorado,Stein
Can bring change,29.0,2.0,president,Which candidate quality mattered most?,23,Colorado,Other/No Answer
Right experience,27.0,88.0,president,Which candidate quality mattered most?,23,Colorado,Clinton
Right experience,27.0,8.0,president,Which candidate quality mattered most?,23,Colorado,Trump
Right experience,27.0,4.0,president,Which candidate quality mattered most?,23,Colorado,Johnson
Right experience,27.0,,president,Which candidate quality mattered most?,23,Colorado,Stein
Right experience,27.0,,president,Which candidate quality mattered most?,23,Colorado,Other/No Answer
Good judgment,28.0,56.0,president,Which candidate quality mattered most?,23,Colorado,Clinton
Good judgment,28.0,32.0,president,Which candidate quality mattered most?,23,Colorado,Trump
Good judgment,28.0,8.0,president,Which candidate quality mattered most?,23,Colorado,Johnson
Good judgment,28.0,2.0,president,Which candidate quality mattered most?,23,Colorado,Stein
Good judgment,28.0,2.0,president,Which candidate quality mattered most?,23,Colorado,Other/No Answer
Offered legal status,78.0,58.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Clinton
Offered legal status,78.0,34.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Trump
Offered legal status,78.0,6.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Johnson
Offered legal status,78.0,1.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Stein
Offered legal status,78.0,1.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Other/No Answer
Deported to home country,16.0,13.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Clinton
Deported to home country,16.0,83.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Trump
Deported to home country,16.0,1.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Johnson
Deported to home country,16.0,,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Stein
Deported to home country,16.0,3.0,president,Illegal immigrants working in the U.S. should be:,24,Colorado,Other/No Answer
Support,38.0,9.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Clinton
Support,38.0,89.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Trump
Support,38.0,2.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Johnson
Support,38.0,0.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Stein
Support,38.0,,president,View of U.S. wall along the entire Mexican border,25,Colorado,Other/No Answer
Oppose,59.0,75.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Clinton
Oppose,59.0,14.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Trump
Oppose,59.0,7.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Johnson
Oppose,59.0,2.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Stein
Oppose,59.0,2.0,president,View of U.S. wall along the entire Mexican border,25,Colorado,Other/No Answer
Help the country,64.0,67.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Clinton
Help the country,64.0,25.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Trump
Help the country,64.0,6.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Johnson
Help the country,64.0,1.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Stein
Help the country,64.0,1.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Other/No Answer
Hurt the country,24.0,12.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Clinton
Hurt the country,24.0,81.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Trump
Hurt the country,24.0,2.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Johnson
Hurt the country,24.0,1.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Stein
Hurt the country,24.0,4.0,president,Do you think immigrants to the U.S. today:,26,Colorado,Other/No Answer
Whites are favored,34.0,82.0,president,How do things work in the U.S. today?,27,Colorado,Clinton
Whites are favored,34.0,10.0,president,How do things work in the U.S. today?,27,Colorado,Trump
Whites are favored,34.0,5.0,president,How do things work in the U.S. today?,27,Colorado,Johnson
Whites are favored,34.0,2.0,president,How do things work in the U.S. today?,27,Colorado,Stein
Whites are favored,34.0,1.0,president,How do things work in the U.S. today?,27,Colorado,Other/No Answer
Minorities are favored,20.0,12.0,president,How do things work in the U.S. today?,27,Colorado,Clinton
Minorities are favored,20.0,83.0,president,How do things work in the U.S. today?,27,Colorado,Trump
Minorities are favored,20.0,4.0,president,How do things work in the U.S. today?,27,Colorado,Johnson
Minorities are favored,20.0,0.0,president,How do things work in the U.S. today?,27,Colorado,Stein
Minorities are favored,20.0,1.0,president,How do things work in the U.S. today?,27,Colorado,Other/No Answer
No group is favored,39.0,39.0,president,How do things work in the U.S. today?,27,Colorado,Clinton
No group is favored,39.0,51.0,president,How do things work in the U.S. today?,27,Colorado,Trump
No group is favored,39.0,5.0,president,How do things work in the U.S. today?,27,Colorado,Johnson
No group is favored,39.0,1.0,president,How do things work in the U.S. today?,27,Colorado,Stein
No group is favored,39.0,4.0,president,How do things work in the U.S. today?,27,Colorado,Other/No Answer
Enthusiastic,4.0,,president,Feelings about the federal government,28,Colorado,Clinton
Enthusiastic,4.0,,president,Feelings about the federal government,28,Colorado,Trump
Enthusiastic,4.0,,president,Feelings about the federal government,28,Colorado,Johnson
Enthusiastic,4.0,,president,Feelings about the federal government,28,Colorado,Stein
Enthusiastic,4.0,,president,Feelings about the federal government,28,Colorado,Other/No Answer
Satisfied,25.0,85.0,president,Feelings about the federal government,28,Colorado,Clinton
Satisfied,25.0,13.0,president,Feelings about the federal government,28,Colorado,Trump
Satisfied,25.0,2.0,president,Feelings about the federal government,28,Colorado,Johnson
Satisfied,25.0,,president,Feelings about the federal government,28,Colorado,Stein
Satisfied,25.0,,president,Feelings about the federal government,28,Colorado,Other/No Answer
Dissatisfied,37.0,44.0,president,Feelings about the federal government,28,Colorado,Clinton
Dissatisfied,37.0,46.0,president,Feelings about the federal government,28,Colorado,Trump
Dissatisfied,37.0,6.0,president,Feelings about the federal government,28,Colorado,Johnson
Dissatisfied,37.0,2.0,president,Feelings about the federal government,28,Colorado,Stein
Dissatisfied,37.0,2.0,president,Feelings about the federal government,28,Colorado,Other/No Answer
Angry,32.0,20.0,president,Feelings about the federal government,28,Colorado,Clinton
Angry,32.0,70.0,president,Feelings about the federal government,28,Colorado,Trump
Angry,32.0,7.0,president,Feelings about the federal government,28,Colorado,Johnson
Angry,32.0,2.0,president,Feelings about the federal government,28,Colorado,Stein
Angry,32.0,1.0,president,Feelings about the federal government,28,Colorado,Other/No Answer
Enthusiastic/Satisfied,29.0,85.0,president,Feelings about the federal government,29,Colorado,Clinton
Enthusiastic/Satisfied,29.0,12.0,president,Feelings about the federal government,29,Colorado,Trump
Enthusiastic/Satisfied,29.0,1.0,president,Feelings about the federal government,29,Colorado,Johnson
Enthusiastic/Satisfied,29.0,,president,Feelings about the federal government,29,Colorado,Stein
Enthusiastic/Satisfied,29.0,2.0,president,Feelings about the federal government,29,Colorado,Other/No Answer
Dissatisfied/Angry,70.0,33.0,president,Feelings about the federal government,29,Colorado,Clinton
Dissatisfied/Angry,70.0,57.0,president,Feelings about the federal government,29,Colorado,Trump
Dissatisfied/Angry,70.0,6.0,president,Feelings about the federal government,29,Colorado,Johnson
Dissatisfied/Angry,70.0,2.0,president,Feelings about the federal government,29,Colorado,Stein
Dissatisfied/Angry,70.0,2.0,president,Feelings about the federal government,29,Colorado,Other/No Answer
Strongly approve,35.0,95.0,president,Opinion of Barack Obama as president,30,Colorado,Clinton
Strongly approve,35.0,2.0,president,Opinion of Barack Obama as president,30,Colorado,Trump
Strongly approve,35.0,1.0,president,Opinion of Barack Obama as president,30,Colorado,Johnson
Strongly approve,35.0,0.0,president,Opinion of Barack Obama as president,30,Colorado,Stein
Strongly approve,35.0,2.0,president,Opinion of Barack Obama as president,30,Colorado,Other/No Answer
Somewhat approve,19.0,66.0,president,Opinion of Barack Obama as president,30,Colorado,Clinton
Somewhat approve,19.0,15.0,president,Opinion of Barack Obama as president,30,Colorado,Trump
Somewhat approve,19.0,11.0,president,Opinion of Barack Obama as president,30,Colorado,Johnson
Somewhat approve,19.0,3.0,president,Opinion of Barack Obama as president,30,Colorado,Stein
Somewhat approve,19.0,5.0,president,Opinion of Barack Obama as president,30,Colorado,Other/No Answer
Somewhat disapprove,9.0,12.0,president,Opinion of Barack Obama as president,30,Colorado,Clinton
Somewhat disapprove,9.0,68.0,president,Opinion of Barack Obama as president,30,Colorado,Trump
Somewhat disapprove,9.0,14.0,president,Opinion of Barack Obama as president,30,Colorado,Johnson
Somewhat disapprove,9.0,5.0,president,Opinion of Barack Obama as president,30,Colorado,Stein
Somewhat disapprove,9.0,1.0,president,Opinion of Barack Obama as president,30,Colorado,Other/No Answer
Strongly disapprove,35.0,3.0,president,Opinion of Barack Obama as president,30,Colorado,Clinton
Strongly disapprove,35.0,93.0,president,Opinion of Barack Obama as president,30,Colorado,Trump
Strongly disapprove,35.0,3.0,president,Opinion of Barack Obama as president,30,Colorado,Johnson
Strongly disapprove,35.0,0.0,president,Opinion of Barack Obama as president,30,Colorado,Stein
Strongly disapprove,35.0,1.0,president,Opinion of Barack Obama as president,30,Colorado,Other/No Answer
Approve,53.0,85.0,president,Opinion of Barack Obama as president,31,Colorado,Clinton
Approve,53.0,6.0,president,Opinion of Barack Obama as president,31,Colorado,Trump
Approve,53.0,5.0,president,Opinion of Barack Obama as president,31,Colorado,Johnson
Approve,53.0,1.0,president,Opinion of Barack Obama as president,31,Colorado,Stein
Approve,53.0,3.0,president,Opinion of Barack Obama as president,31,Colorado,Other/No Answer
Disapprove,45.0,5.0,president,Opinion of Barack Obama as president,31,Colorado,Clinton
Disapprove,45.0,88.0,president,Opinion of Barack Obama as president,31,Colorado,Trump
Disapprove,45.0,5.0,president,Opinion of Barack Obama as president,31,Colorado,Johnson
Disapprove,45.0,1.0,president,Opinion of Barack Obama as president,31,Colorado,Stein
Disapprove,45.0,1.0,president,Opinion of Barack Obama as president,31,Colorado,Other/No Answer
Favorable,44.0,94.0,president,Opinion of Hillary Clinton,32,Colorado,Clinton
Favorable,44.0,3.0,president,Opinion of Hillary Clinton,32,Colorado,Trump
Favorable,44.0,2.0,president,Opinion of Hillary Clinton,32,Colorado,Johnson
Favorable,44.0,1.0,president,Opinion of Hillary Clinton,32,Colorado,Stein
Favorable,44.0,,president,Opinion of Hillary Clinton,32,Colorado,Other/No Answer
Unfavorable,54.0,10.0,president,Opinion of Hillary Clinton,32,Colorado,Clinton
Unfavorable,54.0,78.0,president,Opinion of Hillary Clinton,32,Colorado,Trump
Unfavorable,54.0,7.0,president,Opinion of Hillary Clinton,32,Colorado,Johnson
Unfavorable,54.0,2.0,president,Opinion of Hillary Clinton,32,Colorado,Stein
Unfavorable,54.0,3.0,president,Opinion of Hillary Clinton,32,Colorado,Other/No Answer
Favorable,37.0,3.0,president,Opinion of Donald Trump,33,Colorado,Clinton
Favorable,37.0,97.0,president,Opinion of Donald Trump,33,Colorado,Trump
Favorable,37.0,0.0,president,Opinion of Donald Trump,33,Colorado,Johnson
Favorable,37.0,0.0,president,Opinion of Donald Trump,33,Colorado,Stein
Favorable,37.0,,president,Opinion of Donald Trump,33,Colorado,Other/No Answer
Unfavorable,62.0,76.0,president,Opinion of Donald Trump,33,Colorado,Clinton
Unfavorable,62.0,12.0,president,Opinion of Donald Trump,33,Colorado,Trump
Unfavorable,62.0,7.0,president,Opinion of Donald Trump,33,Colorado,Johnson
Unfavorable,62.0,2.0,president,Opinion of Donald Trump,33,Colorado,Stein
Unfavorable,62.0,3.0,president,Opinion of Donald Trump,33,Colorado,Other/No Answer
Both favorable,2.0,,president,Opinion of Clinton and Trump,34,Colorado,Clinton
Both favorable,2.0,,president,Opinion of Clinton and Trump,34,Colorado,Trump
Both favorable,2.0,,president,Opinion of Clinton and Trump,34,Colorado,Johnson
Both favorable,2.0,,president,Opinion of Clinton and Trump,34,Colorado,Stein
Both favorable,2.0,,president,Opinion of Clinton and Trump,34,Colorado,Other/No Answer
Only Clinton favorable,42.0,97.0,president,Opinion of Clinton and Trump,34,Colorado,Clinton
Only Clinton favorable,42.0,,president,Opinion of Clinton and Trump,34,Colorado,Trump
Only Clinton favorable,42.0,2.0,president,Opinion of Clinton and Trump,34,Colorado,Johnson
Only Clinton favorable,42.0,1.0,president,Opinion of Clinton and Trump,34,Colorado,Stein
Only Clinton favorable,42.0,,president,Opinion of Clinton and Trump,34,Colorado,Other/No Answer
Only Trump favorable,35.0,2.0,president,Opinion of Clinton and Trump,34,Colorado,Clinton
Only Trump favorable,35.0,98.0,president,Opinion of Clinton and Trump,34,Colorado,Trump
Only Trump favorable,35.0,0.0,president,Opinion of Clinton and Trump,34,Colorado,Johnson
Only Trump favorable,35.0,0.0,president,Opinion of Clinton and Trump,34,Colorado,Stein
Only Trump favorable,35.0,,president,Opinion of Clinton and Trump,34,Colorado,Other/No Answer
Both unfavorable,19.0,27.0,president,Opinion of Clinton and Trump,34,Colorado,Clinton
Both unfavorable,19.0,40.0,president,Opinion of Clinton and Trump,34,Colorado,Trump
Both unfavorable,19.0,20.0,president,Opinion of Clinton and Trump,34,Colorado,Johnson
Both unfavorable,19.0,5.0,president,Opinion of Clinton and Trump,34,Colorado,Stein
